OBJECTID,Type,Name,NHLE link,Longitude,Latitude
15,Monument,Offa's Dyke: the section extending 165yds (150m) N from Berry Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001732,-2.991082571,52.2223397
16,Monument,Offa's Dyke: the section 630yds (580m) long W of Lyonshall,https://historicengland.org.uk/listing/the-list/list-entry/1001733,-2.984763176,52.19807277
17,Monument,"Offa's Dyke: the section E of Garden Wood, extending SE 85yds (80m)",https://historicengland.org.uk/listing/the-list/list-entry/1001734,-2.979537606,52.19264992
18,Monument,Offa's Dyke: section NW of Holme Marsh extending 615yds (560m) to the railway,https://historicengland.org.uk/listing/the-list/list-entry/1001735,-2.974286769,52.18935785
19,Monument,"Offa's Dyke: Upperton Farm, two sections extending 195yds (180m) and 370yds (340m) S from Yazor",https://historicengland.org.uk/listing/the-list/list-entry/1001736,-2.885351291,52.11300839
20,Monument,Offa's Dyke: the section extending 230yds (210m) N and S of the Old Barn near Kenmoor Coppice (SE of Bowmore Wood),https://historicengland.org.uk/listing/the-list/list-entry/1001737,-2.884667421,52.10502071
21,Monument,Offa's Dyke: the section extending 950yds (870m) N and S of Big Oaks,https://historicengland.org.uk/listing/the-list/list-entry/1001738,-2.867743676,52.08388328
22,Monument,Castle Frome Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001739,-2.481638473,52.10951456
23,Monument,Moated site SW of the church,https://historicengland.org.uk/listing/the-list/list-entry/1001740,-2.770311806,52.05144739
24,Monument,Bronsil Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001741,-2.366574054,52.03274413
25,Monument,Westington Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001742,-2.615717961,52.20621337
26,Monument,Camp in Chase Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001743,-2.579341319,51.89873503
27,Monument,Mortimer's Castle N and E of St Bartholomew's Church,https://historicengland.org.uk/listing/the-list/list-entry/1001744,-2.500558891,51.99310507
28,Monument,Great Howle Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001745,-2.565767745,51.87912885
29,Monument,Chapel and gatehouse,https://historicengland.org.uk/listing/the-list/list-entry/1001746,-2.459222484,52.20158611
30,Monument,Sutton Walls (camp),https://historicengland.org.uk/listing/the-list/list-entry/1001747,-2.694778402,52.11390815
31,Monument,Wall Hills Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001748,-2.543312351,52.23511378
32,Monument,Risbury Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001749,-2.672217905,52.19356991
33,Monument,Croft Ambrey (camp),https://historicengland.org.uk/listing/the-list/list-entry/1001750,-2.816022873,52.29631471
34,Monument,Oldcastle Twt,https://historicengland.org.uk/listing/the-list/list-entry/1001751,-2.983623232,52.16234407
35,Monument,Almeley Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001752,-2.977558896,52.15713489
36,Monument,Aston Tump,https://historicengland.org.uk/listing/the-list/list-entry/1001753,-2.79127385,52.34252311
37,Monument,Aconbury Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001754,-2.724346688,51.99378407
38,Monument,Walterstone Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001755,-2.947952621,51.92056445
39,Monument,Eaton Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001756,-2.797647671,52.04938639
40,Monument,Cherry Hill Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001757,-2.617092598,52.0137253
41,Monument,Dinedor Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001758,-2.695752941,52.02358133
42,Monument,Capler Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001759,-2.59498199,51.99344795
43,Monument,Wall Hills Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001760,-2.452108154,52.04114081
44,Monument,Kilpeck Castle and ancient village,https://historicengland.org.uk/listing/the-list/list-entry/1001761,-2.809406476,51.96976373
45,Monument,Orcop Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001762,-2.768101365,51.93524546
46,Monument,Pont-Hendre castle mound,https://historicengland.org.uk/listing/the-list/list-entry/1001763,-2.982127572,51.94738339
47,Monument,Flanesford Priory,https://historicengland.org.uk/listing/the-list/list-entry/1001764,-2.612819026,51.87148453
48,Monument,Garway Dovecote,https://historicengland.org.uk/listing/the-list/list-entry/1001765,-2.792862992,51.89758866
49,Monument,Little Doward Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001766,-2.669412525,51.84052551
50,Monument,The Market Hall,https://historicengland.org.uk/listing/the-list/list-entry/1001767,-2.584062862,51.91427501
51,Monument,Site of Romano-British town of Magna,https://historicengland.org.uk/listing/the-list/list-entry/1001768,-2.817844232,52.08050898
52,Monument,Wilton Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1001769,-2.597373561,51.91487351
53,Monument,Mordiford Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1001770,-2.628360654,52.03382306
54,Monument,Lugg Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1001771,-2.684333319,52.07266594
55,Monument,Chapel at Chapel Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001772,-2.544358261,51.97073933
56,Monument,Pembridge Castle (uninhabited parts),https://historicengland.org.uk/listing/the-list/list-entry/1001773,-2.744934338,51.86959807
57,Monument,Clifford Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001774,-3.105616479,52.10421616
58,Monument,Lower Park Wood Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001775,-2.935461705,52.03375342
59,Monument,Newton Tump,https://historicengland.org.uk/listing/the-list/list-entry/1001776,-3.033314566,52.0903429
60,Monument,Bredwardine Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001777,-2.971584543,52.09354726
61,Monument,"Motte and bailey, W of St Mary's Church",https://historicengland.org.uk/listing/the-list/list-entry/1001778,-2.961585482,51.91958169
62,Monument,Mound E of St Peter's Church,https://historicengland.org.uk/listing/the-list/list-entry/1001779,-2.921765775,51.92488141
63,Monument,Row Ditch (entrenchment),https://historicengland.org.uk/listing/the-list/list-entry/1001780,-2.704037975,52.05000101
64,Monument,Manor Farm (uninhabited area),https://historicengland.org.uk/listing/the-list/list-entry/1001781,-1.49886487,51.03548109
65,Monument,The Dykes,https://historicengland.org.uk/listing/the-list/list-entry/1001782,-1.018177015,51.08023604
66,Monument,"River Wey aqueduct, Headley Park",https://historicengland.org.uk/listing/the-list/list-entry/1001783,-0.838307165,51.12840559
67,Monument,"River Wey aqueduct, Bramshott Court",https://historicengland.org.uk/listing/the-list/list-entry/1001784,-0.812068669,51.09442927
68,Monument,"River Wey aqueduct, Radford Bridge, Liphook",https://historicengland.org.uk/listing/the-list/list-entry/1001785,-0.799668394,51.08358356
69,Monument,Netherton medieval settlement earthworks,https://historicengland.org.uk/listing/the-list/list-entry/1001786,-1.463372844,51.31734119
70,Monument,"Cuckoo's Corner Roman settlement, Neatham",https://historicengland.org.uk/listing/the-list/list-entry/1001787,-0.942050585,51.16377661
71,Monument,Southwick brewhouse,https://historicengland.org.uk/listing/the-list/list-entry/1001788,-1.110803918,50.87330439
72,Monument,Gilkicker fort,https://historicengland.org.uk/listing/the-list/list-entry/1001789,-1.140813186,50.77388981
73,Monument,"Pickett Hamilton fort, Hilsea",https://historicengland.org.uk/listing/the-list/list-entry/1001790,-1.045394726,50.83100774
74,Monument,Eastney sewage pumping station,https://historicengland.org.uk/listing/the-list/list-entry/1001791,-1.045667838,50.78904066
75,Monument,"Herefordshire Beacon Camp
See also WORCESTERSHIRE 3",https://historicengland.org.uk/listing/the-list/list-entry/1001792,-2.350591688,52.05429848
76,Monument,Wigmore Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001793,-2.868379095,52.31768024
77,Monument,"Andover-Redbridge canal, Chalk Hill Lock, Horsebridge",https://historicengland.org.uk/listing/the-list/list-entry/1001794,-1.506062765,51.07479873
78,Monument,Hydraulic pillbox on Middle Wallop Aerodrome,https://historicengland.org.uk/listing/the-list/list-entry/1001795,-1.573930395,51.14678676
79,Monument,"Iron Age hillfort in Ashley's Copse
See also WILTSHIRE 912",https://historicengland.org.uk/listing/the-list/list-entry/1001796,-1.630273372,51.11244872
80,Monument,"Lomer, deserted medieval settlement",https://historicengland.org.uk/listing/the-list/list-entry/1001797,-1.156365737,51.0072265
81,Monument,"Roman road E of St Catherine's Hill 
",https://historicengland.org.uk/listing/the-list/list-entry/1001798,-1.300160856,51.04551212
82,Monument,Roman corn drier S of Tin Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001799,-1.441050843,51.09686071
83,Monument,"Black Barn, Warblington",https://historicengland.org.uk/listing/the-list/list-entry/1001800,-0.967053336,50.84395576
84,Monument,Enclosure in Preshaw Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001801,-1.177267097,51.00366163
85,Monument,Keyhole enclosure SE of Field Barn Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001802,-1.13951055,51.2891087
86,Monument,Circular and rectangular enclosures at Itchen Stoke and Ovington,https://historicengland.org.uk/listing/the-list/list-entry/1001803,-1.228968115,51.03840997
87,Monument,Deserted medieval village,https://historicengland.org.uk/listing/the-list/list-entry/1001804,-0.989903027,51.08518383
88,Monument,Deserted medieval village at Colemore,https://historicengland.org.uk/listing/the-list/list-entry/1001805,-0.995489924,51.07113186
89,Monument,Linear earthwork known as the Festaen Dic,https://historicengland.org.uk/listing/the-list/list-entry/1001806,-0.858292837,51.32031762
90,Monument,Fort Grange,https://historicengland.org.uk/listing/the-list/list-entry/1001807,-1.163304711,50.79862149
91,Monument,"Fort Southwick
See also HAMPSHIRE 500",https://historicengland.org.uk/listing/the-list/list-entry/1001808,-1.108799917,50.85765086
92,Monument,Pumping station,https://historicengland.org.uk/listing/the-list/list-entry/1001809,-1.298848663,51.02091924
93,Monument,Gunboat Traverser System,https://historicengland.org.uk/listing/the-list/list-entry/1001810,-1.126668874,50.78708513
94,Monument,"Former Board of Ordnance Gunwharf, HMS Vernon",https://historicengland.org.uk/listing/the-list/list-entry/1001812,-1.106156712,50.79371934
95,Monument,'The Battery',https://historicengland.org.uk/listing/the-list/list-entry/1001813,-0.915184549,51.20981393
96,Monument,'Banjo type' native settlement,https://historicengland.org.uk/listing/the-list/list-entry/1001814,-1.24111967,51.10914188
97,Monument,Iron Age settlement,https://historicengland.org.uk/listing/the-list/list-entry/1001815,-1.253734155,51.13124496
98,Monument,Settlement W of West Stoke Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001816,-1.328893965,51.13212287
99,Monument,Anglo-Saxon cemetery in Worthy Park,https://historicengland.org.uk/listing/the-list/list-entry/1001817,-1.288132959,51.09314352
100,Monument,"Funtley ironworks, site of",https://historicengland.org.uk/listing/the-list/list-entry/1001818,-1.219815801,50.87058557
101,Monument,Old wall and Jacobean monument in Hyde Close,https://historicengland.org.uk/listing/the-list/list-entry/1001819,-1.315894725,51.06781618
102,Monument,Deserted medieval town of Newtown,https://historicengland.org.uk/listing/the-list/list-entry/1001820,-1.316574829,51.37094163
103,Monument,Foxcott deserted medieval village,https://historicengland.org.uk/listing/the-list/list-entry/1001821,-1.509974174,51.22334629
104,Monument,Roman villa SW of Wyck Place,https://historicengland.org.uk/listing/the-list/list-entry/1001822,-0.916720337,51.14859058
105,Monument,Settlement site W of Bazeley Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001823,-1.280460652,51.13205983
106,Monument,Enclosures S of the Cowleys,https://historicengland.org.uk/listing/the-list/list-entry/1001824,-1.19072545,51.16138157
107,Monument,Late Iron Age settlement site N of Grace's Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001825,-1.277683059,51.10030022
108,Monument,Enclosure S of Marsh Court,https://historicengland.org.uk/listing/the-list/list-entry/1001826,-1.492011613,51.09748876
109,Monument,Length of Roman road in Bradley Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001827,-1.346653788,51.26505401
110,Monument,Round barrow on Rabbit Warren,https://historicengland.org.uk/listing/the-list/list-entry/1001828,-1.367920161,51.30815205
111,Monument,"No. 5 Battery, Stokes Bay Lines",https://historicengland.org.uk/listing/the-list/list-entry/1001829,-1.143100548,50.77910446
112,Monument,Eastney forts and perimeter defences of barracks,https://historicengland.org.uk/listing/the-list/list-entry/1001830,-1.054700034,50.78435699
113,Monument,Vault under Head Post Office,https://historicengland.org.uk/listing/the-list/list-entry/1001831,-1.403622212,50.8988174
114,Monument,"Castle Gateway, Castle Lane",https://historicengland.org.uk/listing/the-list/list-entry/1001832,-1.404969848,50.9013062
115,Monument,Three round barrows near Bulls Bushes Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001833,-1.182448802,51.23559899
116,Monument,White Barrow,https://historicengland.org.uk/listing/the-list/list-entry/1001834,-1.158655432,51.25689448
117,Monument,Iron Age settlement 400m SE of Battle Down Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001835,-1.146883865,51.24871646
118,Monument,The Grange,https://historicengland.org.uk/listing/the-list/list-entry/1001836,-1.198310661,51.12224576
119,Monument,"Cuckoo's Corner Roman site, Neatham",https://historicengland.org.uk/listing/the-list/list-entry/1001837,-0.944275798,51.16653937
120,Monument,Roman site 400yds (370m) S of Fairthorn,https://historicengland.org.uk/listing/the-list/list-entry/1001838,-1.26051853,50.90376322
121,Monument,Roman villa 500yds (460m) SW of Clanville House,https://historicengland.org.uk/listing/the-list/list-entry/1001839,-1.550761245,51.23907491
122,Monument,Beach Barrow,https://historicengland.org.uk/listing/the-list/list-entry/1001840,-1.54466601,51.07847132
123,Monument,Fort Elson,https://historicengland.org.uk/listing/the-list/list-entry/1001841,-1.150952888,50.8224889
124,Monument,"Fort Purbrook, including covered-way to east",https://historicengland.org.uk/listing/the-list/list-entry/1001842,-1.03615238,50.85368341
125,Monument,Vault S of junction of High Street and Castle Way,https://historicengland.org.uk/listing/the-list/list-entry/1001843,-1.404287643,50.89793054
126,Monument,Fort Monckton,https://historicengland.org.uk/listing/the-list/list-entry/1001844,-1.135181796,50.77702266
127,Monument,Earthwork in Great Park,https://historicengland.org.uk/listing/the-list/list-entry/1001845,-1.006895256,51.19636635
128,Monument,Earthworks in Danegrove Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001846,-1.368327109,51.2879045
129,Monument,Vault adjoining St Michael's Church,https://historicengland.org.uk/listing/the-list/list-entry/1001847,-1.405417964,50.89961789
130,Monument,Roman villa in Bottom Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001848,-1.11245862,50.93657994
131,Monument,"Bastion No 1, Gosport Lines",https://historicengland.org.uk/listing/the-list/list-entry/1001849,-1.119769775,50.7918624
132,Monument,Fortifications N of Mumby Road,https://historicengland.org.uk/listing/the-list/list-entry/1001850,-1.128173665,50.79847223
133,Monument,"Portsmouth Dockyard, the Block Mills and Stores 35 and 36",https://historicengland.org.uk/listing/the-list/list-entry/1001851,-1.109305095,50.80350057
134,Monument,"Portsmouth Dockyard, the Docks",https://historicengland.org.uk/listing/the-list/list-entry/1001852,-1.110089566,50.80179793
135,Monument,Section of Roman road 250yds (230m) long SW of Titlark Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001853,-1.394531995,50.97584481
136,Monument,Roman villa N of Bighton Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001854,-1.111927391,51.1234203
137,Monument,Fort Fareham,https://historicengland.org.uk/listing/the-list/list-entry/1001856,-1.188540443,50.84085854
138,Monument,Roman site NW of Woodgarston Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001857,-1.169885685,51.29853571
139,Monument,Round barrow S of Down Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001858,-1.124908601,51.15633982
140,Monument,Roman villa and section of Roman road south-west of Littlepark Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001859,-1.018460113,50.86001974
141,Monument,Fort Nelson,https://historicengland.org.uk/listing/the-list/list-entry/1001860,-1.138954883,50.86116848
142,Monument,Hilsea Lines,https://historicengland.org.uk/listing/the-list/list-entry/1001861,-1.060532759,50.83448486
143,Monument,Fort Widley,https://historicengland.org.uk/listing/the-list/list-entry/1001862,-1.06828527,50.85451084
144,Monument,"Vault under St Michael's Parish Hall, St Michael's Square",https://historicengland.org.uk/listing/the-list/list-entry/1001863,-1.405585964,50.89982558
145,Monument,Vault under 8 St Michael's Square,https://historicengland.org.uk/listing/the-list/list-entry/1001864,-1.405713939,50.89982623
146,Monument,"Mound at Cudbury Clump, Eversley Upper Common",https://historicengland.org.uk/listing/the-list/list-entry/1001865,-0.907324551,51.33919203
147,Monument,Deserted village of Abbotstone,https://historicengland.org.uk/listing/the-list/list-entry/1001866,-1.19044312,51.1063922
148,Monument,"Alice Holt Forest, Romano-British kiln sites",https://historicengland.org.uk/listing/the-list/list-entry/1001867,-0.841579875,51.15467789
149,Monument,Winchester city wall and associated monuments,https://historicengland.org.uk/listing/the-list/list-entry/1001868,-1.314823892,51.06591254
150,Monument,Southsea Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001869,-1.088922805,50.77813643
151,Monument,Point Battery including King Edward's Tower and Square Tower,https://historicengland.org.uk/listing/the-list/list-entry/1001870,-1.107237224,50.78987871
152,Monument,Site of fortified manor,https://historicengland.org.uk/listing/the-list/list-entry/1001871,-1.588183614,51.20944015
153,Monument,St Denys Priory (remains of),https://historicengland.org.uk/listing/the-list/list-entry/1001872,-1.380819591,50.92515462
154,Monument,Fort Blockhouse,https://historicengland.org.uk/listing/the-list/list-entry/1001873,-1.113430933,50.78944931
155,Monument,Site of Norman town house in curtilage of St Michael's House,https://historicengland.org.uk/listing/the-list/list-entry/1001874,-1.406455176,50.89968612
156,Monument,John of Gaunt's Palace,https://historicengland.org.uk/listing/the-list/list-entry/1001875,-1.487692982,51.07603258
157,Monument,Roman buildings on Lambourne's Hill,https://historicengland.org.uk/listing/the-list/list-entry/1001876,-1.578067515,51.25121663
158,Monument,Vault SW of Gloucester Square,https://historicengland.org.uk/listing/the-list/list-entry/1001877,-1.403770384,50.89723548
159,Monument,Earthwork on Farther Commons,https://historicengland.org.uk/listing/the-list/list-entry/1001878,-0.884803875,51.0324319
160,Monument,"Roman villa at Lodge Farm, North Warnborough",https://historicengland.org.uk/listing/the-list/list-entry/1001879,-0.946263967,51.26816045
161,Monument,Bramdean Roman villa,https://historicengland.org.uk/listing/the-list/list-entry/1001880,-1.106357748,51.04914618
162,Monument,Holy Rood Church,https://historicengland.org.uk/listing/the-list/list-entry/1001881,-1.403340792,50.89969723
163,Monument,Deserted village (site of),https://historicengland.org.uk/listing/the-list/list-entry/1001882,-1.522530957,51.07655765
164,Monument,Selborne Priory,https://historicengland.org.uk/listing/the-list/list-entry/1001883,-0.921704643,51.10523942
165,Monument,Netley Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001884,-1.359805935,50.87734511
166,Monument,Castle Hill,https://historicengland.org.uk/listing/the-list/list-entry/1001885,-1.423608596,50.95006678
167,Monument,Four round barrows in 'Hump Field' S of Stakes Lane,https://historicengland.org.uk/listing/the-list/list-entry/1001886,-1.181992288,50.9853862
168,Monument,'King John's Palace',https://historicengland.org.uk/listing/the-list/list-entry/1001887,-1.406670409,50.89953434
169,Monument,Castle wall,https://historicengland.org.uk/listing/the-list/list-entry/1001888,-1.405477986,50.90160554
170,Monument,Castle (part of),https://historicengland.org.uk/listing/the-list/list-entry/1001889,-1.406354546,50.9008906
171,Monument,Twyford Roman villa,https://historicengland.org.uk/listing/the-list/list-entry/1001890,-1.312251058,51.01703324
172,Monument,"West Dean Roman villa
See also WILTSHIRE 921",https://historicengland.org.uk/listing/the-list/list-entry/1001891,-1.633481113,51.04275163
173,Monument,"Lankasters vault, High Street",https://historicengland.org.uk/listing/the-list/list-entry/1001892,-1.404074807,50.90012362
174,Monument,"The Weigh House, French Street",https://historicengland.org.uk/listing/the-list/list-entry/1001893,-1.405140658,50.89794388
175,Monument,"Conduit head, Commercial Road",https://historicengland.org.uk/listing/the-list/list-entry/1001894,-1.409949208,50.90902003
176,Monument,Vaults on the W side of French Street,https://historicengland.org.uk/listing/the-list/list-entry/1001895,-1.405257064,50.89885271
177,Monument,Quilter's and adjoining vaults in High Street,https://historicengland.org.uk/listing/the-list/list-entry/1001896,-1.404412515,50.8970589
178,Monument,Vault in High Street opposite Gloucester Square,https://historicengland.org.uk/listing/the-list/list-entry/1001897,-1.404294294,50.89740901
179,Monument,Vault on N side of St Michael's Square,https://historicengland.org.uk/listing/the-list/list-entry/1001898,-1.405486314,50.89983406
180,Monument,"Conduit head, Hill Lane",https://historicengland.org.uk/listing/the-list/list-entry/1001899,-1.415113626,50.91117722
181,Monument,Three barrows SW of Newton Down Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001900,-1.403682402,51.14761672
182,Monument,Roman house 1/2 mile (810m) E of Finkley Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001901,-1.430825238,51.23293345
183,Monument,Southwick Priory,https://historicengland.org.uk/listing/the-list/list-entry/1001902,-1.107111028,50.8716935
184,Monument,Corhampton British village on Corhampton Down,https://historicengland.org.uk/listing/the-list/list-entry/1001903,-1.183615696,50.97811367
185,Monument,Portsmouth Garrison church,https://historicengland.org.uk/listing/the-list/list-entry/1001904,-1.103877508,50.78899864
186,Monument,"Roman villa at Stroud, site near Petersfield",https://historicengland.org.uk/listing/the-list/list-entry/1001905,-0.967798769,51.00699012
187,Monument,Earthwork 1/2 mile (810m) NW of Larkwhistle Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001906,-1.353693365,51.12880051
188,Monument,Worthy Down ditch,https://historicengland.org.uk/listing/the-list/list-entry/1001907,-1.344903313,51.11070432
189,Monument,Roman villa in Cow Down Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001908,-1.409662299,51.06877672
190,Monument,"St Peter's Church, Lainston House",https://historicengland.org.uk/listing/the-list/list-entry/1001909,-1.369778751,51.08194004
191,Monument,"Alresford Drive earthworks, Avington",https://historicengland.org.uk/listing/the-list/list-entry/1001910,-1.249204781,51.07473573
192,Monument,Egbury camp,https://historicengland.org.uk/listing/the-list/list-entry/1001911,-1.372556925,51.26372096
193,Monument,Powderham Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001912,-0.852212503,51.21540901
194,Monument,Warblington Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001913,-0.965994418,50.84495358
195,Monument,Cutthorn,https://historicengland.org.uk/listing/the-list/list-entry/1001914,-1.405368876,50.93585727
196,Monument,Woodgarston ring motte,https://historicengland.org.uk/listing/the-list/list-entry/1001915,-1.163108372,51.29183341
197,Monument,Berisbury camp near Hampshire Gate,https://historicengland.org.uk/listing/the-list/list-entry/1001916,-1.533729921,51.28578418
198,Monument,Old Pound Copse earthwork,https://historicengland.org.uk/listing/the-list/list-entry/1001917,-1.43415445,51.19969718
199,Monument,Ellisfield camp W of Upper Common,https://historicengland.org.uk/listing/the-list/list-entry/1001918,-1.100192268,51.20375703
200,Monument,Barley Pound earthworks,https://historicengland.org.uk/listing/the-list/list-entry/1001919,-0.861183892,51.21390501
201,Monument,Medstead camp in grounds of manor house,https://historicengland.org.uk/listing/the-list/list-entry/1001920,-1.062827179,51.13203851
202,Monument,"Roman earthworks on Stoner Hill, Ridge Hanger",https://historicengland.org.uk/listing/the-list/list-entry/1001921,-0.980689008,51.02041217
203,Monument,Earthwork at Penley,https://historicengland.org.uk/listing/the-list/list-entry/1001922,-0.890491934,51.20673191
204,Monument,The Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001923,-0.958975957,50.88970203
205,Monument,Pyotts Hill entrenchment,https://historicengland.org.uk/listing/the-list/list-entry/1001924,-1.047943204,51.29066619
206,Monument,Town wall: Gods House Gate and Tower,https://historicengland.org.uk/listing/the-list/list-entry/1001925,-1.402757681,50.89636702
207,Monument,Town wall: section from Bargate E and including Polymond Tower,https://historicengland.org.uk/listing/the-list/list-entry/1001926,-1.402735108,50.90258072
208,Monument,Town wall: section from 75yds (70m) E of Arundel Tower to limit of castle site including Arundel and Catchcold Towers,https://historicengland.org.uk/listing/the-list/list-entry/1001927,-1.406027761,50.90198602
209,Monument,Town wall: section between Simnal Street and the site of the Bugle Tower excluding the West Gate,https://historicengland.org.uk/listing/the-list/list-entry/1001928,-1.406770972,50.89945392
210,Monument,Town wall: the West Gate,https://historicengland.org.uk/listing/the-list/list-entry/1001929,-1.40699054,50.89896044
211,Monument,Town wall: the Bar Gate,https://historicengland.org.uk/listing/the-list/list-entry/1001930,-1.40412743,50.90268675
212,Monument,Town wall: remains of E side of town wall S of East Street and N of Gods House Tower,https://historicengland.org.uk/listing/the-list/list-entry/1001931,-1.402676701,50.89713996
213,Monument,"Town wall: the Water Gate, High Street",https://historicengland.org.uk/listing/the-list/list-entry/1001932,-1.404501494,50.8967716
214,Monument,Town wall: section between Bugle Street and Bugle Tower,https://historicengland.org.uk/listing/the-list/list-entry/1001933,-1.406692795,50.89777192
215,Monument,"The 'Undercroft', Simnel Street",https://historicengland.org.uk/listing/the-list/list-entry/1001934,-1.405724383,50.90012303
216,Monument,"Canute's Palace, Porters Lane",https://historicengland.org.uk/listing/the-list/list-entry/1001935,-1.404868654,50.8969713
217,Monument,"The Tudor House, St Michael's Square",https://historicengland.org.uk/listing/the-list/list-entry/1001936,-1.406144523,50.89951368
218,Monument,The West Gate,https://historicengland.org.uk/listing/the-list/list-entry/1001937,-1.319068748,51.0635364
219,Monument,The Kings Gate,https://historicengland.org.uk/listing/the-list/list-entry/1001938,-1.314409883,51.05915691
220,Monument,Hyde Abbey gateway,https://historicengland.org.uk/listing/the-list/list-entry/1001939,-1.314015051,51.06849757
221,Monument,The Moat,https://historicengland.org.uk/listing/the-list/list-entry/1001940,-1.484261411,51.13305472
222,Monument,The Ring earthwork,https://historicengland.org.uk/listing/the-list/list-entry/1001941,-1.41269277,50.95096561
